PERSON_TYPE,PERSON_AGE,PERSON_INJURY,EJECTION,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PERSON_SEX
Occupant,21-50,Injured,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Fracture - Dislocation,F
Occupant,0-20,Injured,Not Ejected,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Ejected,Knee-Lower Leg Foot,Driver,None,,,Abrasion,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,Unknown,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Distorted - Dislocation,F
Bicyclist,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Unknown,M
Occupant,51-70,Killed,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed/Lap Belt/Harness,,,Crush Injuries,F
Occupant,51-70,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Crush Injuries,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Does Not Apply,Internal,F
Occupant,51-70,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,F
Bicyclist,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,F
Occupant,21-50,Killed,Not Ejected,Entire Body,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Internal,M
Pedestrian,21-50,Injured,,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,None Visible,F
Bicyclist,21-50,Injured,,,,,,,,
Occupant,71-100,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Internal,M
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Head,Riding/Hanging on Outside,Helmet (Motorcycle Only),,,Severe Bleeding,M
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Crush Injuries,M
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Does Not Apply,Crush Injuries,M
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Unknown,,,None Visible,M
Occupant,21-50,Injured,Not Ejected,Face,Driver,Lap Belt & Harness,,,Minor Bleeding,F
Occupant,21-50,Killed,Not Ejected,Head,Driver,Unknown,,,Internal,M
Pedestrian,21-50,Killed,,Does Not Apply,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, Marked Crosswalk",Does Not Apply,F
Occupant,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Fracture - Distorted - Dislocation,M
Occupant,51-70,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,Neck,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Concussion,F
Occupant,21-50,Injured,Not Ejected,Hip-Upper Leg,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,71-100,Killed,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,None,Unknown,Not in Roadway,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Trapped,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Face,Driver,Lap Belt,,,Minor Bleeding,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Hip-Upper Leg,,,,,Complaint of Pain or Nausea,F
Occupant,51-70,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway Against Traffic,Internal,F
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Not in Roadway,Crush Injuries,F
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Complaint of Pain or Nausea,M
Occupant,0-20,Injured,Not Ejected,Shoulder - Upper Arm,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Air Bag Deployed/Lap Belt/Harness,,,Contusion - Bruise,F
Pedestrian,21-50,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,None Visible,F
Occupant,51-70,Killed,Not Ejected,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,M
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Dislocation,F
Occupant,21-50,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,21-50,Killed,,,,,,,,
Occupant,51-70,Killed,Not Ejected,Head,Unknown,Air Bag Deployed,,,Internal,F
Pedestrian,51-70,Killed,,Abdomen - Pelvis,,,Does Not Apply,Crossing Against Signal,Internal,M
Occupant,71-100,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,None Visible,M
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Unknown,,,Does Not Apply,Not in Roadway,Unknown,M
Pedestrian,0-20,Injured,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Unknown,M
Bicyclist,21-50,Injured,Not Ejected,Back,Driver,Unknown,,,Complaint of Pain or Nausea,M
Occupant,51-70,Injured,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Unknown,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Unknown,F
Bicyclist,0-20,Killed,,,,,,,,
Bicyclist,0-20,Injured,Ejected,Elbow-Lower-Arm-Hand,Driver,None,,,Complaint of Pain,F
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,51-70,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Whiplash,M
Pedestrian,51-70,Killed,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,F
Pedestrian,51-70,Killed,,Entire Body,,None,Unknown,Crossing With Signal,Severe Burn,F
Occupant,21-50,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,Entire Body,,,Unknown,Unknown,Crush Injuries,M
Occupant,51-70,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,F
Occupant,51-70,Killed,Not Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,21-50,Injured,,,,,,,,
Occupant,,Injured,Not Ejected,Unknown,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Unknown,F
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Complaint of Pain,F
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,F
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Occupant,0-20,Injured,Not Ejected,Chest,"Middle rear seat, or passenger lying across a seat",Unknown,,,Whiplash,F
Occupant,21-50,Killed,Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",None,,,Severe Bleeding,M
Pedestrian,0-20,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Internal,F
Occupant,51-70,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,Driver,Unknown,,,None Visible,F
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Complaint of Pain,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Crush Injuries,M
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Helmet (Motorcycle Only),,,Internal,M
Occupant,21-50,Injured,Not Ejected,Back,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Internal,M
Occupant,51-70,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Unknown,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain or Nausea,F
Occupant,71-100,Injured,Not Ejected,Elbow-Lower-Arm-Hand,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Bicyclist,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Unknown,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Severe Bleeding,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Crush Injuries,F
Pedestrian,51-70,Killed,,,,,,,,
Bicyclist,51-70,Injured,Not Ejected,Face,Driver,None,,,Minor Bleeding,M
Occupant,0-20,Injured,,,,,,,,
Occupant,51-70,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,F
Pedestrian,0-20,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Severe Bleeding,M
Occupant,71-100,Injured,Not Ejected,Head,Driver,Lap Belt & Harness,,,Minor Bleeding,F
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Severe Bleeding,M
Pedestrian,0-20,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Bicyclist,51-70,Injured,Not Ejected,Back,Driver,None,,,None Visible,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt,,,Contusion - Bruise,M
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,21-50,Injured,,Face,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,F
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Occupant,21-50,Killed,Not Ejected,Head,Driver,Unknown,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Face,Driver,Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Killed,,Neck,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,71-100,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Bicyclist,21-50,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Severe Bleeding,F
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,M
Bicyclist,21-50,Injured,Ejected,Eye,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Minor Bleeding,F
Occupant,21-50,Killed,Ejected,Head,Driver,None,,,Severe Bleeding,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Unknown,F
Occupant,51-70,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Unknown,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Unknown,M
Occupant,21-50,Killed,Ejected,Head,Riding/Hanging on Outside,Helmet (Motorcycle Only),,,Crush Injuries,M
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,51-70,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Unknown,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,21-50,Killed,Not Ejected,Entire Body,Driver,Unknown,,,Severe Burn,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Severe Bleeding,F
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Fracture - Distorted - Dislocation,F
Occupant,21-50,Killed,Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Helmet (Motorcycle Only),,,Severe Bleeding,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,,Killed,Not Ejected,Entire Body,If one person is seated on another person&apos;s lap,Other,,,Crush Injuries,F
Pedestrian,51-70,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,51-70,Injured,,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,Not Ejected,Chest,Driver,Lap Belt & Harness,,,Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Internal,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Elbow-Lower-Arm-Hand,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Shoulder - Upper Arm,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed/Lap Belt,,,Complaint of Pain,M
Occupant,0-20,Killed,,,,,,,,
Occupant,0-20,Injured,Not Ejected,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain or Nausea,M
Bicyclist,71-100,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Other,,,Minor Bleeding,M
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain,M
Occupant,21-50,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,71-100,Injured,Not Ejected,Back,Driver,None,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Concussion,M
Bicyclist,51-70,Injured,Not Ejected,Shoulder - Upper Arm,Driver,None,,,Complaint of Pain,M
Occupant,0-20,Injured,Not Ejected,Entire Body,"Middle rear seat, or passenger lying across a seat",Lap Belt,,,Complaint of Pain,F
Pedestrian,71-100,Killed,,,,,,,,
Occupant,21-50,Killed,Ejected,Entire Body,Driver,Unknown,,,Internal,M
Pedestrian,21-50,Injured,,Hip-Upper Leg,,,Unknown,Unknown,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,0-20,Injured,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Concussion,F
Pedestrian,51-70,Injured,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,,Contusion - Bruise,F
Pedestrian,0-20,Injured,,,,,,,,
Occupant,21-50,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Pedestrian,51-70,Injured,,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,M
Bicyclist,21-50,Injured,Not Ejected,Head,Driver,None,,,Contusion - Bruise,M
Occupant,71-100,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Killed,Ejected,Entire Body,Driver,Unknown,,,Severe Burn,F
Occupant,21-50,Injured,Not Ejected,Entire Body,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,None Visible,M
Occupant,0-20,Injured,Not Ejected,Head,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Back,Driver,None,,,Complaint of Pain or Nausea,M
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Not Ejected,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,None Visible,M
Occupant,21-50,Killed,Trapped,Entire Body,Driver,Air Bag Deployed/Lap Belt,,,Internal,M
Occupant,21-50,Injured,Not Ejected,Abdomen - Pelvis,Driver,Air Bag Deployed/Lap Belt/Harness,,,None Visible,F
Bicyclist,21-50,Killed,Ejected,Entire Body,Driver,None,,,Internal,M
Occupant,71-100,Injured,,,,,,,,
Occupant,,Injured,Not Ejected,Knee-Lower Leg Foot,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Occupant,51-70,Killed,Trapped,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,Internal,F
Pedestrian,0-20,Killed,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Internal,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Severe Bleeding,M
Occupant,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Concussion,M
Pedestrian,21-50,Killed,,,,,,,,
Occupant,71-100,Killed,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,M
Pedestrian,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Severe Bleeding,F
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Unknown,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Complaint of Pain or Nausea,F
Occupant,21-50,Injured,Ejected,Hip-Upper Leg,Driver,None,,,Fracture - Dislocation,M
Occupant,21-50,Killed,,,,,,,,
Pedestrian,71-100,Killed,,,,,,,,
Bicyclist,21-50,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Internal,F
Pedestrian,51-70,Injured,,,,,,,,
Occupant,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,M
Pedestrian,21-50,Injured,,,,,,,,
Occupant,51-70,Injured,Not Ejected,Back,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain,F
Occupant,21-50,Killed,,,,,,,,
Bicyclist,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Chest,Driver,Unknown,,,Complaint of Pain or Nausea,F
Occupant,71-100,Killed,,,,,,,,
Bicyclist,21-50,Injured,Not Ejected,Knee-Lower Leg Foot,Unknown,None,,,Contusion - Bruise,M
Occupant,0-20,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
Bicyclist,21-50,Injured,,,,,,,,
Occupant,0-20,Injured,,,,,,,,
Pedestrian,21-50,Killed,,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Crush Injuries,F
Bicyclist,21-50,Killed,,,,,,,,
Bicyclist,51-70,Injured,Ejected,Head,Driver,None,,,Minor Bleeding,M
Bicyclist,21-50,Injured,Not Ejected,Abdomen - Pelvis,Driver,None,,,Complaint of Pain,M
Occupant,21-50,Injured,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Pedestrian,51-70,Killed,,,,,,,,
Occupant,21-50,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,F
Pedestrian,51-70,Killed,,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Severe Bleeding,M
Occupant,0-20,Injured,Not Ejected,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,F
Occupant,21-50,Killed,,,,,,,,
Pedestrian,21-50,Injured,,,,,,,,
Pedestrian,21-50,Injured,,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Complaint of Pain or Nausea,F
Occupant,21-50,Killed,Ejected,Head,Driver,Helmet (Motorcycle Only),,,Internal,M
